,City_Name,Lat,Lon,Max_Temp,Humidity,Clouds,Wind_Speed,Country,Date
370,Luganville,-15.53,167.17,82.4,83,75,13.87,VU,1598572683
371,Byron Bay,-28.65,153.62,68.0,55,0,11.41,AU,1598572526
372,Bilopillya,51.15,34.31,56.12,96,30,6.82,UA,1598572737
373,Tuatapere,-46.13,167.68,49.44,77,75,11.16,NZ,1598572737
374,Tomatlán,19.93,-105.25,74.88,98,100,5.08,MX,1598572737
375,Timiryazevskiy,56.49,84.88,50.0,100,20,2.48,RU,1598572737
376,Sijunjung,-0.69,100.95,70.2,75,87,1.36,ID,1598572737
377,Mandurah,-32.55,115.7,61.0,93,0,6.6,AU,1598572737
378,Sanguéya,10.7,-14.37,74.93,94,100,1.72,GN,1598572738
379,Damietta,31.42,31.81,78.8,78,0,6.93,EG,1598572738
380,Teruel,40.67,-0.67,73.4,88,0,4.7,ES,1598572738
381,Marzuq,14.4,46.47,82.6,46,66,5.99,YE,1598572738
382,Olafsvik,64.89,-23.71,51.64,84,100,14.03,IS,1598572738
383,Córdoba,-31.41,-64.18,60.01,35,44,4.7,AR,1598572700
384,Bertoua,4.58,13.68,67.87,97,100,3.33,CM,1598572739
385,Katsuura,35.13,140.3,88.0,79,20,5.82,JP,1598572739
386,Killybegs,54.63,-8.45,53.01,94,100,5.01,IE,1598572739
387,Sibolga,1.74,98.78,76.19,81,96,4.09,ID,1598572739
388,Chumikan,54.72,135.31,59.94,64,36,7.18,RU,1598572739
389,NEDJO,9.5,35.5,58.42,96,97,1.54,ET,1598572713
390,Cavalcante,-13.8,-47.46,71.15,23,15,5.79,BR,1598572740
391,Forsytheganj,52.63,29.73,56.28,97,68,9.42,BY,1598572740
392,Bubaque,11.28,-15.83,80.67,78,100,8.61,GW,1598572740
393,Northam,51.03,-4.22,57.99,96,37,8.99,GB,1598572740
394,Necochea,-38.55,-58.74,46.0,89,0,4.0,AR,1598572740
395,Hofn,64.25,-15.21,48.79,78,8,2.08,IS,1598572740
396,Waipawa,-41.41,175.52,55.4,66,55,19.46,NZ,1598572740
397,De-Kastri,51.47,140.78,62.62,76,97,6.67,RU,1598572741
398,Baoying,33.23,119.31,75.42,90,99,4.76,CN,1598572741
399,Sola,-13.88,167.55,80.62,80,6,24.02,VU,1598572528
400,Raja,8.46,25.68,70.03,94,81,2.17,SS,1598572741
401,Baní,18.28,-70.33,86.0,70,3,5.99,DO,1598572579
402,Praia da Vitória,38.73,-27.07,75.2,88,75,0.67,PT,1598572551
403,Loandjili,-4.76,11.86,73.56,88,80,8.68,CG,1598572741
404,Dalvik,65.97,-18.53,48.2,76,75,16.11,IS,1598572742
405,Evanston,42.04,-87.69,90.0,55,20,6.93,US,1598572678
406,Mogadishu,2.04,45.34,76.03,84,13,14.9,SO,1598572742
407,Omboué,-1.57,9.26,75.11,85,100,8.72,GA,1598572742
408,Masvingo,-20.06,30.83,61.48,68,46,7.31,ZW,1598572742
409,Bambanglipuro,-7.95,110.28,75.29,79,3,3.42,ID,1598572742
410,Manzhouli,49.6,117.43,56.71,70,100,19.28,CN,1598572743
411,Fort Frances,48.6,-93.4,75.99,46,1,1.83,CA,1598572743
412,Lata,40.16,-8.33,69.01,90,40,3.0,PT,1598572743
413,Eha Amufu,6.66,7.76,78.8,83,40,12.75,NG,1598572743
414,Barra de Tecoanapa,16.52,-98.75,80.8,81,100,12.19,MX,1598572743
415,Erzin,36.96,36.2,79.0,84,68,1.9,TR,1598572744
416,Son La,21.32,103.9,72.99,91,54,1.16,VN,1598572744
417,Vanimo,-2.67,141.3,82.81,77,26,6.67,PG,1598572744
418,Cikupa,-6.24,106.51,80.01,83,25,8.05,ID,1598572744
419,Saint-Pierre,-21.34,55.48,68.0,60,0,4.7,RE,1598572744
420,Waingapu,-9.66,120.26,80.91,61,1,11.18,ID,1598572744
421,Kushima,31.46,131.23,78.8,88,90,8.05,JP,1598572745
422,Cascais,38.7,-9.42,71.01,96,3,17.45,PT,1598572672
423,Kedrovyy,56.17,91.82,51.8,93,46,2.24,RU,1598572745
424,Port Hedland,-20.32,118.57,71.6,46,0,4.7,AU,1598572745
425,Kalangala,-0.31,32.23,70.84,71,0,7.78,UG,1598572745
426,Notsé,6.95,1.17,71.71,89,98,7.14,TG,1598572745
427,Lodja,-3.48,23.43,69.85,84,99,1.45,CD,1598572745
428,Rockport,28.02,-97.05,89.6,70,1,13.87,US,1598572746
429,Honningsvåg,70.98,25.97,45.79,69,99,24.85,NO,1598572746
430,Trincomalee,8.57,81.23,80.33,75,55,16.15,LK,1598572746
431,Zvishavane,-20.33,30.07,59.07,87,6,3.13,ZW,1598572746
432,Kholodnyy,62.72,147.95,44.65,59,69,4.65,RU,1598572746
433,Fukuechō,32.69,128.84,75.2,100,75,10.29,JP,1598572523
434,Kencong,-8.28,113.37,76.3,80,5,1.77,ID,1598572747
435,Myaundzha,63.05,147.19,40.48,70,100,2.62,RU,1598572747
436,Dolisie,-4.2,12.67,69.91,88,85,2.08,CG,1598572747
437,Isla Mujeres,21.23,-86.73,82.0,83,90,10.29,MX,1598572747
438,Rognan,67.1,15.39,45.0,93,86,2.44,NO,1598572747
439,Luzhou,28.87,105.44,79.72,83,32,2.46,CN,1598572748
440,Bandarbeyla,9.49,50.81,76.21,75,71,27.6,SO,1598572565
441,Muros,42.78,-9.06,64.99,92,71,1.01,ES,1598572537
442,Vikindu,-7.01,39.3,68.83,92,44,3.09,TZ,1598572748
443,Amparafaravola,-17.58,48.22,56.62,92,60,3.29,MG,1598572748
444,Cotonou,6.37,2.42,75.51,86,85,12.68,BJ,1598572506
445,Kharan,28.58,65.42,80.24,17,0,8.01,PK,1598572748
446,Tabas,33.6,56.92,75.2,15,0,4.7,IR,1598572749
447,Galle,6.04,80.22,79.99,82,99,9.98,LK,1598572749
448,Singkang,2.1,102.8,77.0,94,20,1.12,MY,1598572749
449,Viedma,-40.81,-63.0,53.01,54,65,1.99,AR,1598572545
450,São Filipe,14.9,-24.5,78.49,85,100,3.96,CV,1598572555
451,Yelyzavethradka,48.8,32.4,57.76,92,23,6.96,UA,1598572749
452,Sobolevo,54.43,31.9,53.17,97,63,3.49,RU,1598572749
453,Tarko-Sale,64.92,77.78,46.99,92,0,6.13,RU,1598572750
454,Sørland,67.67,12.69,50.59,70,100,11.65,NO,1598572750
455,Whitehorse,60.72,-135.05,57.0,58,90,6.93,CA,1598572750
456,Moyale,3.52,39.06,65.46,78,35,5.99,KE,1598572750
457,Dauriya,49.93,116.87,56.75,71,100,20.2,RU,1598572750
458,San Pedro de Macorís,18.46,-69.3,86.0,70,20,4.7,DO,1598572751
459,Veydelevka,50.15,38.45,63.81,54,43,8.79,RU,1598572751
460,Igarka,67.47,86.58,56.34,79,99,7.23,RU,1598572751
461,Wainwright,52.84,-110.86,62.8,60,44,10.96,CA,1598572751
462,Bonthe,7.53,-12.51,77.05,86,100,9.66,SL,1598572751
463,Mayo,38.89,-76.51,86.0,70,75,11.86,US,1598572751
464,Poum,-20.23,164.02,69.04,79,97,9.6,NC,1598572751
465,Urusha,54.05,122.9,54.93,55,13,6.35,RU,1598572694
466,Stara Syniava,49.6,27.62,54.55,92,69,10.6,UA,1598572752
467,Fairbanks,64.84,-147.72,66.2,48,75,3.36,US,1598572501
468,Nhulunbuy,-12.23,136.77,80.6,61,75,20.8,AU,1598572517
469,Prado,-17.34,-39.22,70.47,90,2,7.49,BR,1598572752
470,Ketchikan,55.34,-131.65,60.8,77,75,6.93,US,1598572752
471,Juegang,32.32,121.19,76.89,94,100,2.51,CN,1598572753
472,Bayan,46.08,127.4,71.01,90,100,6.49,CN,1598572753
473,Basco,20.45,121.97,84.25,79,100,19.84,PH,1598572753
474,Dwārka,22.24,68.97,81.37,86,100,11.99,IN,1598572753
475,Korem,12.51,39.52,57.25,75,83,4.23,ET,1598572753
476,Medicine Hat,50.05,-110.67,73.4,35,40,11.41,CA,1598572753
477,Port Blair,11.67,92.75,81.43,73,100,7.36,IN,1598572754
478,Talcahuano,-36.72,-73.12,50.0,87,75,6.93,CL,1598572754
479,Shitanjing,39.23,106.34,68.32,24,34,1.68,CN,1598572754
480,Balabac,7.99,117.06,82.83,75,93,4.03,PH,1598572754
481,Borogontsy,62.67,131.17,54.28,43,1,3.85,RU,1598572754
482,Ilulissat,69.22,-51.1,42.8,60,11,4.47,GL,1598572754
483,Keizer,44.99,-123.03,86.0,26,1,12.75,US,1598572755
484,Diffa,13.32,12.61,82.22,59,21,5.93,NE,1598572755
485,Ukiah,39.15,-123.21,95.0,24,1,8.05,US,1598572724
486,Letnyaya Stavka,45.43,43.45,69.15,46,32,7.58,RU,1598572755
487,Lianzhou,24.78,112.38,76.78,69,0,1.01,CN,1598572755
488,Kastamonu Province,41.5,33.67,55.06,85,68,1.54,TR,1598572755
489,Petrolina,-9.4,-40.5,76.87,37,34,15.64,BR,1598572630
490,Westport,41.14,-73.36,77.0,94,90,10.4,US,1598572523
491,Nara,34.69,135.8,84.2,83,75,1.12,JP,1598572657
492,Tura,25.52,90.22,73.74,91,25,5.46,IN,1598572543
493,Chara,56.91,118.26,56.35,50,58,1.05,RU,1598572756
494,Turiaçu,-1.66,-45.37,75.43,92,18,3.87,BR,1598572757
495,Vestmannaeyjar,63.44,-20.27,51.69,79,25,15.39,IS,1598572757
496,Genoa,44.41,8.96,77.0,78,40,2.24,IT,1598572757
497,Chisec,15.82,-90.28,75.79,90,96,1.99,GT,1598572757
498,Baghlan,36.13,68.71,63.25,49,0,1.68,AF,1598572757
499,Orcopampa,-15.27,-72.34,48.97,52,3,5.32,PE,1598572758
500,Ozernovskiy,51.5,156.52,51.64,86,91,11.63,RU,1598572758
501,Cidreira,-30.18,-50.21,63.23,81,26,6.76,BR,1598572758
502,Montmagny,48.97,2.35,66.2,68,90,10.29,FR,1598572758
503,Clyde River,70.47,-68.59,51.8,71,75,4.7,CA,1598572758
504,Samarkand,39.65,66.96,62.6,72,0,13.87,UZ,1598572758
505,Carutapera,-1.2,-46.02,76.84,90,15,5.88,BR,1598572476
506,Keti Bandar,24.14,67.45,81.93,86,95,10.96,PK,1598572759
507,Gemeente Wageningen,51.97,5.67,61.0,87,90,9.17,NL,1598572759
508,Clemencia,10.57,-75.33,86.0,79,40,5.82,CO,1598572759
509,Gubkinskiy,64.43,76.5,53.78,73,6,7.34,RU,1598572759
510,Starkville,33.45,-88.82,80.6,83,1,13.87,US,1598572514
511,Vostok,46.49,135.88,62.37,100,100,4.16,RU,1598572760
512,Dawei,14.08,98.2,78.53,85,98,2.93,MM,1598572760
513,Hambantota,6.12,81.12,79.47,81,64,12.39,LK,1598572760
514,Ngunguru,-35.62,174.5,62.01,3,8,5.01,NZ,1598572760
515,Porto-Vecchio,41.59,9.28,77.0,53,0,18.34,FR,1598572760
516,Mizdah,31.45,12.98,69.44,72,0,7.94,LY,1598572760
517,Raudeberg,61.99,5.14,55.99,84,14,14.74,NO,1598572761
518,Trelew,-43.25,-65.31,57.51,37,7,20.15,AR,1598572761
519,Sisimiut,66.94,-53.67,48.45,70,99,5.66,GL,1598572761
520,Ducheng,23.24,111.53,78.96,71,0,1.59,CN,1598572761
521,‘Ewa Beach,21.32,-158.01,89.6,40,1,8.05,US,1598572513
522,Dakoro,14.51,6.76,85.32,54,43,12.15,NE,1598572761
523,Toamasina,-18.17,49.38,64.4,100,40,3.36,MG,1598572762
524,San Felipe,10.34,-68.74,73.31,92,45,2.26,VE,1598572482
525,Rosarito,32.33,-117.03,84.2,51,5,10.29,MX,1598572762
526,Tsalka,41.59,44.09,50.41,76,14,2.48,GE,1598572762
527,Tezu,27.92,96.17,75.52,85,75,1.88,IN,1598572573
528,Rio Grande,-32.03,-52.1,60.01,97,100,1.01,BR,1598572614
529,Port Macquarie,-31.43,152.92,66.99,49,0,9.28,AU,1598572561
530,Hope,33.67,-93.59,75.0,77,100,11.01,US,1598572763
531,Honiara,-9.43,159.95,84.2,79,75,11.41,SB,1598572763
532,Piqua,40.14,-84.24,80.01,76,100,1.01,US,1598572763
533,Davila,18.47,120.58,78.8,88,75,2.24,PH,1598572763
534,Saint Anthony,45.02,-93.22,86.0,48,1,8.05,US,1598572763
535,Gobabis,-22.45,18.97,50.99,45,14,1.81,NA,1598572764
536,Alta Floresta,-9.88,-56.09,82.71,43,54,1.3,BR,1598572764
537,‘Āhuimanu,21.44,-157.84,89.6,61,75,12.75,US,1598572764
538,Derzhavīnsk,51.1,66.32,61.09,69,42,5.08,KZ,1598572764
539,Farmington,36.73,-108.22,93.2,14,1,9.17,US,1598572764
540,Christchurch,-43.53,172.63,55.99,54,17,8.05,NZ,1598572495
541,Siderno,38.28,16.3,77.0,88,20,8.05,IT,1598572764
542,Daura,11.55,11.41,77.04,72,51,4.34,NG,1598572765
543,Oxapampa,-10.58,-75.4,60.22,83,65,1.7,PE,1598572765
544,La Paz,-16.5,-68.15,55.4,22,40,5.82,BO,1598572615
545,Sambava,-14.27,50.17,69.78,80,57,9.57,MG,1598572765
546,Sohag,26.56,31.69,80.6,32,0,5.82,EG,1598572765
547,Rawson,-43.3,-65.1,56.26,41,2,17.63,AR,1598572766
548,Salalah,17.02,54.09,75.2,100,90,3.36,OM,1598572556
549,Richards Bay,-28.78,32.04,66.16,65,34,11.99,ZA,1598572766
550,Abū Zabad,12.35,29.25,76.24,75,84,4.14,SD,1598572766
551,Prince Rupert,54.32,-130.32,60.8,72,90,9.17,CA,1598572643
552,Tacuarembó,-31.73,-55.98,65.28,97,99,9.91,UY,1598572766
553,Torres,-29.34,-49.73,64.45,82,0,5.77,BR,1598572766
554,Chapais,49.78,-74.85,53.6,71,90,6.93,CA,1598572488
555,Asău,46.43,26.4,63.0,77,87,4.7,RO,1598572767
